,Topic_number,query_0,query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10,query_11,query_12,query_13,query_14,query_15,query_16,query_17,query_18,query_19,query_20,query_21,query_22,query_23,query_24,query_25,query_26,query_27,query_28,query_29,query_30,query_31,query_32,query_33,query_34,query_35,query_36,query_37,query_38,query_39,query_40,query_41,query_42,query_43,query_44,query_45,query_46,query_47,query_48,query_49,query_50,query_51,query_52,query_53,query_54,query_55,query_56,query_57,query_58,query_59,query_60,query_61,query_62,query_63,query_64,query_65,query_66,query_67,query_68,query_69,query_70,query_71,query_72,query_73,query_74,query_75,query_76,query_77,query_78,query_79,query_80,query_81,query_82,query_83,query_84,query_85,query_86,query_87,query_88,query_89,query_90,query_91,query_92,query_93,query_94,query_95,query_96,query_97,query_98,query_99
0,1,0.48192557895104804,0.8565767246764,0.8276306860475999,0.8063371267985999,0.8378808643468,0.7931855721733999,0.8576200179396001,0.6646618205299999,0.6655051489499801,0.8657781281454,0.8174455365572,0.579242967940848,0.6490016095504,0.44990615341939993,0.7633210701558001,0.8540882209502,0.8421562282082,0.8633017636836001,0.6810872570308,0.6732316860048,0.810974626008,0.7908822481386,0.8544360890271999,0.7955920758766,0.8576105196552,0.6874907125310479,0.8378605205113999,0.8436264840073999,0.7726433823628,0.7770448663626001,0.8126450032080001,0.7237753510902001,0.8434253591845999,0.8352357205194,0.8205467977064,0.6181806573126,0.6838114036412001,0.6781749933394,0.48825759292674,0.476204995957448,0.6714812413196001,0.6932859265218,0.7200665279764,0.8094672865335999,0.8424451540822,0.8227352997867999,0.8475608590745999,0.7695164263772,0.7777010461656,0.68505160302,0.6463581912504,0.8154040305329999,0.8016353991816001,0.8137987714226,0.7982312865276,0.8146720023878,0.7799498710257999,0.8588279998632,0.8462944930512,0.85170458186,0.8383297271933999,0.613983930178648,0.598847436146448,0.6820101066198481,0.8116182924356,0.8253145320517999,0.7880601010296,0.801180663836,0.7684170746846,0.7414732582956001,0.54944600810498,0.7392922737923999,0.8437216416694,0.8385203808541999,0.8471103540453999,0.835763730242,0.8363545007688,0.8501187009225999,0.7786945661988,0.8603676161294,0.663657546924648,0.6578091635932479,0.658946048047648,0.7390025626048,0.8241187831568,0.8266022528120001,0.7704008048292,0.6578607592605801,0.63728283402638,0.6777359696054479,0.8097043246398,0.8206867445564001,0.8410943938336001,0.8048322971699999,0.7984568023544,0.8174138763072,0.8122049040401998,0.8313930162118,0.66904676119118,0.6412188923486399
1,134,0.9472862848798,0.8707573345753999,0.9211874534204,0.873362233353,0.7903135101495999,0.9106618617625999,0.9327756582416,0.8966108348436,0.8449269835659999,0.9015395123479999,0.8690930992362,0.9029514132523999,0.8897668603675999,0.9053075662046,0.9049325642666,0.9511862985617998,0.9258231365431999,0.861913057086,0.9347261259242,0.9133576469468,0.9164497151566,0.8877643641617998,0.9164174295076,0.8958261453458001,0.8512012874422,0.920084753864,0.8709961578506,0.8907823703851999,0.9360885022622,0.76864319757428,0.73359430515348,0.74337983015828,0.73072221810148,0.70246426565208,0.7254566280576801,0.73624847282648,0.9366918151624001,0.8970911141644,0.9092960788564,0.9250866819634,0.8200472605811999,0.8713722401016,0.9109731026785999,0.942424632901,0.9293625175504001,0.9006754317428,0.9332940919820001,0.9235409657978,0.886752549463,0.8969414954526,0.8651992001596,0.7694540064568001,0.9442978395046,0.9452790049383999,0.9187001552108001,0.9493510242544,0.935018469255,0.8932060681266,0.9311665689573999,0.9405756012248,0.909782335383,0.888565080787,0.9231445669699999,0.920318006325,0.8775268665914,0.8179203071698,0.923095085241,0.9377552959398001,0.8582879577662,0.922418850829,0.9269873014826,0.8667675189954,0.831694166381,0.8698414635184001,0.903848596287,0.9047279818530001,0.9051103305691999,0.9065812553272,0.8870569766077999,0.8965841368895999,0.8561177923678001,0.869396591161,0.8649086882998,0.8304628812630002,0.9236585825366002,0.9233999230824,0.8422256928726,0.896395852585,0.7945557317724001,0.8956180891732,0.8855042658883999,0.8960260572104,0.8972847489528,0.9042853634202,0.8635708243614,0.8937941943114,0.913926115828,0.8883037788338,0.9033955246481999,0.8712364973942
2,187,0.7976450742276,0.8340958543344001,0.8443707245237999,0.849838534207,0.8404258802204,0.8162822531075999,0.8124577781022001,0.8246539437033998,0.8170922480632001,0.8434879731407999,0.8340129127052001,0.83910025337,0.8312667940481999,0.7552213349847999,0.84543139479,0.788244437018,0.8490693788182,0.8321516194966,0.8157346365218,0.8347111681396001,0.8557534064476,0.8529106053006,0.7877798290228,0.8214267602130001,0.7640677080424001,0.8097837421294001,0.8262175287351999,0.8456007829893999,0.8352049102944001,0.8463939284221998,0.8310937214734,0.8408958880918,0.8337550957384,0.8336692298356001,0.829130102419,0.8467365188456,0.7490688350695999,0.7892968689346,0.8126259961736,0.7890709413684001,0.8577101330372001,0.8528179426139999,0.8649769647897999,0.83690923235,0.8078444514674,0.8474537963514,0.7996132305428001,0.851084341979,0.8309304344002001,0.8580468222122001,0.7769066023198,0.7912396039502,0.7784176318318,0.7499245011424001,0.8441293016148,0.7865346210252,0.8612126520562,0.8355756710906,0.8234482554875999,0.806312746141,0.8273312906664,0.8228010232448,0.7783830828054,0.8002281373382001,0.8351735792548001,0.8283575913537999,0.7904543577190001,0.8199490211184001,0.8508858498918,0.8196731660022,0.8202161298446,0.8562228471140001,0.8600454272398,0.8442897550366,0.8296015241265999,0.8426810787464,0.8040186389238,0.8395921353486001,0.7800342366846,0.821313320235,0.7860901059262,0.8538009338822,0.7981561142135999,0.822079539894,0.793158847243,0.7799270213594001,0.751201681278,0.7523706598806,0.7777521839426,0.7667988198246001,0.8201845258386001,0.7705129689710002,0.8234378533205999,0.8089367989124,0.8340483139434001,0.8618745626040001,0.8547318772644001,0.802849448783,0.7668500242524001,0.7466325059264
3,215,0.6526866094044,0.6922726896588001,0.685598318537,0.630311046744,0.6484304610752,0.6725701078085999,0.6523310970392,0.5786413121535999,0.5970356083349999,0.4784311358982,0.46969474158900004,0.47605611457300007,0.4688349665364,0.5425131470383999,0.5164310426436,0.6361095161298,0.6230964449664,0.6703465008356,0.6797640350362,0.6851151269100001,0.6927294408458,0.6077722302462001,0.6523330048102,0.6718761360858,0.6664757792902,0.7105941416846001,0.7326732525930001,0.7383022643202001,0.6953967182398001,0.6536361026927999,0.6398503826504001,0.6514899883880001,0.6680407478596,0.6811996366828,0.6898093451318,0.6497621111482,0.6096456240238,0.7174834190238,0.6959820288478,0.721275758107,0.7098192625708001,0.670530363822,0.6787301884864,0.5934101992218,0.7329038549953999,0.7147390650260002,0.7065986463642,0.7165818573916,0.7009393917142,0.6412408182329999,0.6584096909055999,0.7009023688589999,0.7209296137408001,0.7142854458116001,0.6763682521509999,0.713013558724,0.725008340868,0.6903173446884,0.7039567697293999,0.6474541686887999,0.7012768930283999,0.7329854716726001,0.7128723108498,0.7027293640798,0.7053046337659999,0.6972707061118,0.7137413487944,0.6792748706612001,0.682565273975,0.6637078488488001,0.6126562049236,0.7296955892156001,0.5781753254052,0.6891718518991999,0.714428059949,0.7205537410323999,0.7195962265974,0.6695844575823999,0.7211664373590001,0.7135821504736001,0.6644058784778,0.6392239641164,0.6822988892854001,0.6856900671486,0.5381754415382,0.698745343718,0.7296737798224001,0.6692227840530001,0.6892819182854,0.6902345742860001,0.7023076576343998,0.58158544508,0.6080587962656,0.7226483273126,0.7025902960378,0.6921701670296001,0.7056451159942,0.7072367369520001,0.6871057049922,0.6445563504882
4,221,0.6796676440956,0.7443468252951999,0.7480384313462001,0.7421688974568,0.7619952435268,0.7594719840482,0.5786132086097999,0.6820128246754,0.5678207902302839,0.7602326792981999,0.7390784301172,0.7332485909961999,0.7360595965534,0.7424367591851999,0.7415529004051999,0.7177436420328,0.7442829968331999,0.7423238515225999,0.6644910209107999,0.698050879333,0.7237216152208,0.71422657654,0.6942870396524,0.7439523166096,0.7523047067849999,0.7404267963226,0.7495291067598,0.7596293361104001,0.6882401761476,0.6662584047528,0.6076038529292,0.6650387858114,0.6316924952906,0.6762615285902001,0.7152519778952,0.6970920326084,0.6868875700393999,0.738526054791,0.7387722704395998,0.7413121598133999,0.7476076134068,0.73743966446,0.7590689600789999,0.7124875503608001,0.6888726327944,0.7354775305346,0.7188742133382,0.7286800510250001,0.6280563179631999,0.7044576147664,0.7202439154960001,0.6883670651022,0.732343887309,0.7419518032664001,0.740997599031,0.6579953686951999,0.708381467765,0.7285721452398001,0.6964862618842,0.753355271502,0.7483590691024,0.7461098398014001,0.7561351208796001,0.7601670680046,0.7499397867382,0.7095351655986001,0.6869724438532,0.6826937997010001,0.6786037980327999,0.5847005172656001,0.5987357954308001,0.6389284276898,0.6923223168038,0.7442301512342,0.6964449230236,0.7025531101998,0.6776230687610001,0.7271928317774,0.7357417898495999,0.7107414641426001,0.6725860811709999,0.7141396424822,0.6943022370035999,0.6566925562300001,0.6692687631794001,0.6823914818338,0.6960936557090001,0.6855860496316001,0.6781342407872001,0.639259872764,0.649930176,0.5689318008482,0.6455606679829999,0.6290347169974,0.6437861180512,0.7115752188904,0.7239632321507999,0.7482264768616,0.5546722451957999,0.6518669729666
5,25,0.8993418745382,0.7455533810518,0.9227227652430001,0.9274413190679999,0.9280900512820001,0.9629545264002001,0.8011738051571999,0.774159987594,0.9589756690002,0.9596178906982,0.913970262952,0.9455175455175999,0.9589368720314001,0.9443341865036,0.7475870629834,0.7536913188073999,0.9589541433916,0.9387440250056001,0.7902718220407999,0.9395522019638,0.75764300527288,0.7676321189930799,0.8908730934422,0.8559419782848,0.9089601788432,0.7310419584954,0.9283292697048001,0.9383654227606,0.9298726614402,0.7931134143724,0.9211859947352,0.9465714603030001,0.9466472085326,0.9374956630526,0.9487097642612001,0.9400191014436,0.9587455748004,0.929439116046,0.8962166166904,0.9358367386315999,0.9136264491344,0.927887366345,0.9286216090422,0.9363326033462,0.9113711167446,0.9467024525644,0.9370382390574001,0.8985317482416001,0.9169629214702001,0.9069682319693999,0.9511662215244,0.9412115511972001,0.9391616215102001,0.9150576133599999,0.820633995034,0.9175308236456001,0.9087105149018001,0.9391645728484,0.882112351514,0.9240945287372,0.9566421146977999,0.9598457051278,0.9578541691556,0.9499089282494001,0.9518345664236,0.9174173923636,0.9041988496816,0.9187239662337999,0.9023265932904,0.8028106134548001,0.9487026236756,0.8889856000030001,0.9591861289056001,0.948161540109,0.9388141863242,0.9358956464627999,0.730939829412,0.7720542314828,0.9599699489146001,0.9007880930009999,0.9386177848258,0.9396973825106001,0.9275094392432001,0.9481529881340001,0.9474977085562,0.9461076207666,0.9045496022418,0.9424427718052,0.8945401243222001,0.9010749910517999,0.7781734741242,0.9234472791652,0.8392139754944001,0.7818511086062,0.8835931447205999,0.9382866344930001,0.8928879195307999,0.9374947681936,0.9449656047232,0.8192279388768
6,259,0.32283508963924,0.22184086938130002,0.35796856779772,0.31543381831045997,0.3910123876056,0.37525281795241994,0.27955121776544795,0.40055292507622003,0.36900521348854,0.35276170767494,0.025786199586168002,0.155145748798808,0.217126473432816,0.307657969662416,0.20228948246342798,0.116214854201628,0.372208651186508,0.197004437261148,0.07681845973652801,0.068939177824736,0.093453588604856,0.34969311902381606,0.29276513648261604,0.303036989533428,0.193325340763948,0.191658732698136,0.24513546747254003,0.24433377860684002,0.21815866607396,0.3516826858164,0.208089285315108,0.19654796890890802,0.32189649995170805,0.36460958772930796,0.279796355708828,0.232655987073128,0.17047626444542802,0.133634118202376,0.13520487065453599,0.19161783734200802,0.182746519056148,0.203912498220748,0.11792068748374802,0.127209678916228,0.202703472363828,0.12771872085256,0.16711825378198003,0.20188285378577997,0.25225147118297997,0.08032624101448001,0.08032624101448001,0.08032624101448001,0.08197896067976,0.05161689596664001,0.02004184100416,0.0200210941162,0.13903912176556002,0.24539739151084,0.34680819852224004,0.21525431337204,0.20201309556540004,0.190929266824,0.22821268351700003,0.14580299023432,0.15123456556292,0.14183752219872,0.1674992512158,0.1973666036792,0.24291454964220005,0.2427479160132,0.1897377767594,0.1902275988286,0.26182101218248,0.21740231022784,0.2512780548057,0.28757484059792005,0.27428983876231994,0.4313305672604,0.46985701414460007,0.36292161462932004,0.42963850529291997,0.27788234817372004,0.26181729763528,0.19160311842476002,0.19162386531272002,0.15892029093600002,0.26338998496391997,0.15830375297532,0.045459448867336,0.094254018862708,0.4042797548996,0.32859913332032004,0.22336085374244002,0.32079229878732,0.17963842872824,0.12349275614144,0.05156191313284,0.13128915526404,0.02004184100416,0.22521076953163996
7,289,0.8044482055082,0.7348233291252,0.663051734632,0.7655290761678,0.8271177334314,0.7204406224124,0.8155951365482,0.792717459332,0.8142096566604,0.7890207791052,0.7813754396624001,0.8126009415842,0.8292596224652,0.690833107731,0.7263949868091999,0.8254754306917998,0.8235559627836,0.806537192589,0.8157877469007999,0.7441427413824,0.7578939267408,0.7888290881747999,0.7606641946848,0.702471792499,0.8373957070915999,0.8308569867058001,0.8385372052410001,0.8076165201300001,0.6904888762888001,0.8053848387729999,0.7329293734864,0.7411674410775999,0.7711526112293999,0.7912322247763999,0.7942352489538,0.7609298322982001,0.8114889305827999,0.8119553183348,0.6922039653828002,0.7655122604600001,0.6811882766178001,0.6896432560138,0.8264259452074001,0.837347248872,0.8113380617254,0.8141355933152001,0.8171467321313999,0.8061540874256,0.6987061700713999,0.8384978665171999,0.7866430358764,0.7740722498185999,0.827969918338,0.8130976283306,0.760162313345,0.7229503637760001,0.7828202797236,0.7831279728531999,0.8016177065299999,0.8076109872986,0.7677172097906001,0.7370097515706,0.6989023327457999,0.6573517597740001,0.7884225252330002,0.824978163015,0.8081898819339999,0.8130521142486,0.7815434118683999,0.7916065918768,0.8218041614734,0.7368502589588,0.7558631575074001,0.72499118914,0.8017552198284001,0.8095443575926,0.774022366204,0.8056378122118002,0.810493756118,0.8018195772423999,0.6417462298033999,0.6582906362108,0.6772259128818,0.8033295364926,0.7928580997086,0.788032366151,0.7030289559828,0.809337783792,0.7794783277212001,0.7563329010994,0.7927443492390001,0.8295162274464,0.6646079784050001,0.7057733366992,0.6854739489776,0.7677906763698,0.7723046306557999,0.7436455808115999,0.7366328413132001,0.7456954254832
8,350,0.8482134082616,0.8827848710807998,0.8627133747289999,0.8432871383880001,0.72647490481914,0.70913004948394,0.73126481394414,0.70934450600114,0.69071246359954,0.7422872166607399,0.71128341761814,0.7161078665135401,0.8921121621468,0.8763483821017999,0.845785752933,0.837887921944,0.8530085994362,0.8280451454272001,0.8581695994908001,0.7723639093343999,0.9028070402328,0.8429155991338,0.646544853223,0.6350012649618,0.7975731318568,0.8301363414045999,0.8482190724386001,0.8011115571792,0.7909620384553999,0.64544346139996,0.7284368047535599,0.72118500601756,0.73101228300256,0.71934925653996,0.7977340795874,0.7794938536156,0.8560270977736,0.8502805396199999,0.850169386406,0.864574772898,0.8064651176758,0.8165534162702001,0.7733022977385999,0.8518447172680002,0.8526874170372001,0.8196448636232001,0.8377374858466,0.7921445831606,0.7880959232333999,0.7464947538593999,0.8200458734939999,0.8172988759352002,0.7865601704173999,0.8626059685999999,0.8909110382692,0.8634185452294,0.7223084892103999,0.7819205954448,0.8362780543186,0.8406925818637999,0.8523320705149999,0.8587211685422,0.8517181450884002,0.6926619510998,0.783224246086,0.7868345734518001,0.8094806755658001,0.8670368741668,0.8727193822980001,0.8696547032690001,0.8143308410064,0.8853908439451998,0.8924796002839999,0.858375169546,0.8341953080622,0.611227422128,0.8052959864556,0.8436291392576001,0.857726215254,0.8176641460018,0.8447549444496001,0.8163140733302001,0.7888083745856,0.786323534505,0.8509959904366001,0.8191414447651999,0.8107185609041998,0.8145370208662,0.8559489320097999,0.7957580293750001,0.7969039155172001,0.8185647299762,0.8560735782668001,0.8368495444379999,0.8340922414998,0.8168979988796,0.8173859590380002,0.7971617180464,0.8810797315791999,0.7739881622992
9,363,0.7294871998375999,0.6489603672766,0.7407654020558001,0.7815363399162,0.7189361385622,0.7745574115358,0.625601291096054,0.8041805922924,0.7488978782754,0.7869103865661999,0.7690318779248,0.7107779845854,0.6585290037414,0.7108456010641999,0.7188316126214,0.6890185952918,0.6792457247388,0.6765982418863999,0.7815905515164,0.792079862412,0.7479210231308,0.6507299749608,0.7369106384506,0.6945968767678,0.7099479877982,0.7909928923618,0.6910801178192001,0.7590979625698001,0.7945052173936,0.7664718543516,0.7134012195896,0.6995213165925999,0.543358022177,0.6271484448483999,0.7462605609227999,0.6582238992556,0.7185330619586,0.7709669246499999,0.7762671058677999,0.6982480866658001,0.6480451532993999,0.7740666696767999,0.782634106426,0.6839652429558,0.7959160612157999,0.7793706512104001,0.7020544379038001,0.770631100776,0.7967576195736001,0.7569807250206,0.6745060669723999,0.7876802295726,0.7562856442764,0.7466525078931999,0.7177068002307999,0.7501048338649999,0.6661836446548,0.5726376600028,0.7851491892184,0.7230315554797999,0.7676427834525998,0.7812760550252,0.7743017406567999,0.7053994465942001,0.7017224211388,0.7017075634662,0.6759513965766001,0.7546125681295999,0.6945550865132001,0.7688404535366,0.7795244774458,0.7651864867188001,0.7913462033769999,0.8043943136606,0.7853813190662,0.7634746237605999,0.6662693476388001,0.6489489119436,0.6498770170606,0.6609042573596,0.761717329601,0.7585209215638,0.7572147539156001,0.7892129459932,0.5967815231308,0.7291591553662,0.7512218849494,0.7701478657406,0.7720359930158001,0.7342314786237999,0.6934915618931999,0.6129974421383999,0.6128724335086,0.7539661046888,0.6428582868906,0.7066697393748,0.699313228082,0.7669013944198,0.6856888441383999,0.6796669724894
